business_id,funny_votes_mean,useful_votes_mean,cool_votes_mean,mean_review_ratings,median_review_ratings,std_review_ratings,review_count,business_rating,open
-8vrk9UzM2oIey95PZOHuA,0.0,0.8,0.0,2.9,3.0,0.4183300132670378,10,3.5,True
-98noPZy1sH6NndWmdtuDw,0.8,0.6,0.8,2.8,3.0,1.036822067666386,5,4.0,True
-9meXYVIw8yFg_yMG5RvCw,0.0,0.3333333333333333,0.0,3.3333333333333335,3.5,0.7637626158259733,3,5.0,True
-A5CFmkgdMEggaihtyxX4Q,2.25,2.8333333333333335,2.3333333333333335,3.9166666666666665,4.0,0.41742355496836087,15,4.5,True
-AEvCwVegPstHNAkhds-UA,0.6666666666666666,1.6666666666666667,0.6666666666666666,3.6666666666666665,4.0,1.0408329997330665,3,4.5,True
-AcBphGFzYILy1XhnAwQTw,0.0,0.6666666666666666,0.0,4.333333333333333,4.5,0.2886751345948129,11,2.5,True
-BQHw828VNrNZ7LtFnFJCA,0.6666666666666666,1.0,0.0,4.166666666666667,4.5,0.5773502691896257,3,3.5,True
-Bb1Xwd677TBSIPjw4x7oA,0.8333333333333334,0.9444444444444444,0.5,3.0555555555555554,3.25,1.055641551364534,3,3.5,True
-Bt99QgCCzmoZbchuDG_ew,0.0,0.25,0.0,4.75,4.75,0.28867513459481287,5,4.5,True
-CYr479M7Y49UqIPwFcjEg,0.0,0.25,0.25,4.625,4.5,0.24999999999999992,6,4.0,True
-CZ78c-H3tTxpP-uQ09CWw,2.3333333333333335,3.0,1.3333333333333333,4.666666666666667,4.5,0.2886751345948129,52,3.5,True
-DGbZCnfEiHUy-ksKeJ72Q,0.0,0.6,0.0,3.4,3.75,1.2427567921538165,3,4.5,True
-E6XYf1ce1NCtV3QQI-3xA,1.6666666666666667,3.6666666666666665,2.0,4.333333333333333,4.5,0.2886751345948129,106,4.0,True
-EOZn5fbMKUo_3QEDFfedQ,0.3333333333333333,1.1666666666666667,0.8333333333333334,3.3333333333333335,3.25,1.1254628677422756,20,3.5,True
-EctXOb3B7T177jGYUhjVA,0.4233576642335766,1.0875912408759123,0.49635036496350365,3.8503649635036497,4.0,0.7844184889599694,4,4.0,True
-Ez-Awbe41Tq8rNItBdA-A,0.0,0.3333333333333333,0.0,2.8333333333333335,3.0,0.2886751345948129,6,3.0,True
-F9-dpfu6eVuS7HGs1ptsQ,2.0,1.9090909090909092,1.1818181818181819,3.5454545454545454,4.0,0.8201995322647245,5,3.0,True
-GPiLRLH0MWH6Pjs0WDglg,0.8,1.2,0.9,3.1,3.0,0.6582805886043833,3,2.5,True
-GYx5GAx_-4XEsn7mFwdkA,0.36363636363636365,1.3636363636363635,0.36363636363636365,2.772727272727273,3.0,1.0574411653523887,3,5.0,True
-Gse8l_ec33gkWgotCLsew,0.0,0.14285714285714285,0.0,4.0,4.5,1.0,3,4.5,True
-H0JvSyF8r8vGDEBjRNArg,0.3333333333333333,0.3333333333333333,0.0,3.8333333333333335,4.0,1.2583057392117916,4,3.5,True
-HADyd0_rgt7PzZ-HWHTiQ,0.0,1.5,0.3333333333333333,3.25,3.25,1.036822067666386,3,3.0,True
-HSVYFf0h868QQnLMHZWNw,0.3333333333333333,1.6666666666666667,0.3333333333333333,4.0,4.0,0.5,3,3.5,True
-HvPJuXZ4rnHCZZxQGus_g,0.2,0.8,0.0,3.6,3.0,1.0839741694339402,49,4.0,True
-I3Cu9rLQXtL5us5wdy8tA,0.3333333333333333,1.6666666666666667,0.3333333333333333,3.1666666666666665,3.5,1.0408329997330665,580,4.5,True
-IEBe1UpCz8-dTAp8_fClw,0.85,1.4,0.7,3.025,3.0,0.8807144229185997,5,5.0,True
-IptYYZVDxgJgDB_eHJo1A,0.0,0.75,0.0,3.375,3.0,1.1086778913041726,7,2.0,True
-J0jhpG0rv4saq9OMh8gXw,0.0,0.8333333333333334,0.16666666666666666,4.166666666666667,4.0,0.752772652709081,4,2.0,True
-J4WRDa3ejlIHl0LTTsWng,0.25,0.75,0.0,2.375,2.5,0.6291528696058958,4,2.5,True
-JL0CWSLkkzFHZXlctnf8A,0.5098039215686274,1.0980392156862746,0.43137254901960786,3.5098039215686274,3.5,0.790507407166001,4,2.5,True
-JYWpdJfMkqCTA_7fyz6Cw,0.25,0.5,0.75,4.125,4.5,0.75,5,4.0,True
-JaNk2DOQdpjTl5Bu-iehg,0.0,0.3333333333333333,0.3333333333333333,4.333333333333333,4.5,0.2886751345948129,4,4.0,True
-JpZiiGPKOuCEiODGNyovw,2.8,3.0,2.6,3.7,3.5,0.8366600265340756,4,2.5,True
-JxBD4rhbIXW3R5CFNox0w,0.4,0.8,0.4,3.7,4.0,1.2041594578792296,54,3.5,True
-K0cHLEnUl5PzTU9XiGoNQ,0.3333333333333333,1.3333333333333333,0.3333333333333333,3.5,3.0,0.8660254037844386,4,4.0,True
-KEU36ohRQb19mrbA65Y3Q,0.44,0.52,0.12,3.92,4.0,0.672061505121865,4,5.0,True
-KF9RQPkmIOHfE0tzUu9bg,1.0833333333333333,2.25,1.4166666666666667,3.625,3.5,0.9807938222374417,69,3.5,True
-KzyOiFK4SM9I1vmuTSsuA,0.3333333333333333,0.8333333333333334,0.5,4.25,4.25,0.273861278752583,5,2.0,True
-L39pGMPP1kM3DI0Z0oZSw,1.25,2.0,1.125,3.5625,3.5,0.6232117273791126,8,2.5,True
-LunygEblxqpInmp6N801A,0.0,0.0,0.0,4.0,4.0,1.0,8,4.0,True
-M1rR1Ip7NOlMn5EbUkuog,0.25,1.25,0.25,2.75,2.75,1.4433756729740643,13,3.5,True
-N-p0OsSDyrBSatf0jXdVw,0.0,0.0,0.0,4.25,4.25,0.6454972243679027,22,3.5,True
-N6XWiSuFKv-AXT7C3n6Yw,0.05,0.8,0.15,3.8,4.0,1.0310954828418375,3,2.5,True
-NGrzJp0dX5pK3qdGSaspw,1.0,1.1111111111111112,1.2222222222222223,4.055555555555555,4.0,0.726483157256779,3,3.5,True
-N_i2F9BDyIt9e1iihVr1w,0.0,0.25,0.5,4.0,4.5,1.4142135623730951,3,4.0,True
-NbEHP2GHFNb5PnmJnd4qQ,0.3333333333333333,1.6666666666666667,1.3333333333333333,3.1666666666666665,3.0,1.7559422921421233,10,4.5,True
-O7H5LhBkE13VQZB0QZI0Q,0.8,1.12,0.7,3.39,3.5,0.8224527776283397,47,4.0,True
-Ogv7rpcgUHkFaSy3vD8Sw,0.5737704918032787,1.5081967213114753,0.819672131147541,3.7868852459016393,4.0,0.7929849535848846,4,5.0,True
-PA_1J9JzxLcluTOw2gZjw,0.47368421052631576,1.1578947368421053,0.47368421052631576,3.3421052631578947,3.5,0.9287481356186965,19,4.0,True
-PisznY2s13FyX3tASY4aA,1.75,1.8333333333333333,1.6666666666666667,3.75,3.75,0.9885710532241612,3,5.0,True
-PoxCIqlN6tX98AxC0aPTQ,0.4166666666666667,0.875,0.625,3.9166666666666665,4.0,1.028577179648058,3,3.5,True
-QdMyyV-GY3qXcXuLiqVqg,0.0,0.7142857142857143,0.2857142857142857,4.285714285714286,4.5,0.48795003647426655,7,4.0,True
-Rj4yXguyZ06ZMPMmoR9tg,0.12,0.68,0.2,3.72,4.0,0.8175165645620481,17,3.0,True
-S7aL8dVIiXjCdbTZVn8uA,0.7272727272727273,0.8181818181818182,0.45454545454545453,3.590909090909091,3.5,0.7687061147858074,70,3.0,True
-SS0C3OoPhVVBFCFfDWB2A,1.0,1.75,1.25,3.875,4.0,0.24999999999999994,4,3.0,True
-SfUBPZcJ6uw2cVlc6dk-Q,0.5,2.0,1.6666666666666667,4.166666666666667,4.25,0.6831300510639733,11,4.0,True
-SxeUGqnKy8YiEV5YA42Jw,0.0,1.0,0.14285714285714285,3.5,3.5,1.4142135623730951,6,5.0,True
-TNwWa_OGPmZoBFl25zdYA,0.0,0.5,0.0,4.875,5.0,0.25,4,5.0,True
-UHDEY88hqUtrTPWfQ5CgQ,1.2,2.0,1.0,4.0,4.5,1.1726039399558574,6,4.5,True
-UnYs8XvV1M983xZoREdng,0.3287671232876712,1.2328767123287672,0.7534246575342466,3.863013698630137,4.0,0.7419019943726971,4,5.0,True
-Vp12-UIQIh2zeM6SPj9FA,1.1111111111111112,2.2222222222222223,1.4444444444444444,4.111111111111111,4.5,0.8207381501496754,58,3.5,True
-WXH-j7_Ugm6phJDdY5bzw,1.0,0.3333333333333333,0.5,2.6666666666666665,2.75,1.1254628677422756,6,4.0,True
-WZIxGXJHMGidZXRhKxP3w,0.2857142857142857,0.5714285714285714,0.22857142857142856,3.357142857142857,3.5,0.8792663098842574,11,4.5,True
-XlBQrxN_ZB3MZKxLBeAjA,2.0,3.0,2.75,3.25,3.5,0.8660254037844386,549,4.0,True
-XoFkjdXb5ZIXwoZdjJtoQ,0.0,0.75,0.0,3.125,3.25,0.4787135538781691,4,2.5,True
-Xt7W-mrOxl5MOd1czahCQ,0.7142857142857143,1.0,1.0,4.5,5.0,0.7071067811865475,6,2.0,True
-YtGU_1Sc1E57-gJfUcDTw,1.75,2.8333333333333335,2.0833333333333335,3.5,3.5,0.9045340337332909,4,3.5,True
-ZN2OT0TcgjzRAQlBvGEBQ,1.3333333333333333,1.3888888888888888,1.1111111111111112,3.4722222222222223,3.5,0.8655535838617663,8,4.5,True
-ZXq0YMt2iOK4VRIqPcSCw,1.851063829787234,2.872340425531915,1.9787234042553192,3.3404255319148937,3.5,0.8914227939618886,9,2.5,True
-ZtFs3P1zKFv4RtY7iyssA,1.6666666666666667,1.1666666666666667,0.8333333333333334,3.5833333333333335,3.5,0.8612007121842543,6,3.0,True
-_0Dx-cEvnQ0w2mauUpyXA,0.9655172413793104,3.2758620689655173,2.0,4.086206896551724,4.5,0.7684511964850536,28,3.5,True
-_JBgygYYD_UkuD-GVTp6A,0.2,0.8,0.4,3.1,3.5,0.9617692030835673,3,4.5,True
-_K8AE722c1u9Dsa8jo_vg,1.1666666666666667,1.8333333333333333,1.6666666666666667,3.4166666666666665,4.0,1.5625833311112296,4,3.5,True
-_Ke8q969OAwEE_-U0qUjw,0.5,0.6666666666666666,0.5,4.333333333333333,4.5,0.7527726527090809,13,4.0,True
-_R8e87VykfxZxRz8Sosqw,0.1,0.8,0.3,3.8,4.0,1.0852547064066471,108,3.5,True
-_v2x-BHC0awbCykFJEmHg,0.2,0.2,0.0,4.0,4.0,0.7905694150420949,7,4.0,True
-_wk7WTa_--ZJWFF_i5v_w,0.2,0.8,0.8,4.3,4.5,0.27386127875258304,67,4.5,True
-aBTFWuluGAJId7C4KNqeQ,0.8571428571428571,1.7142857142857142,1.1428571428571428,3.4285714285714284,4.0,0.8380817098475258,11,3.0,True
-aDuOZelvBHWKh-NrXooow,0.23076923076923078,0.7692307692307693,0.46153846153846156,4.0,4.0,0.6454972243679029,6,3.5,True
-b_VjHZmA7-8LVWp6z36VA,1.1904761904761905,2.4285714285714284,1.4761904761904763,3.738095238095238,3.5,0.6822581553020751,7,4.5,True
-bd26a1QEEpqUZjBmtBUiQ,0.5625,1.3806818181818181,0.9602272727272727,3.940340909090909,4.0,0.733381910040073,3,5.0,True
-cKWUXE-16M1R15UOt6sqQ,0.9230769230769231,2.3846153846153846,1.6153846153846154,3.8076923076923075,4.0,1.0515556241917166,30,3.5,True
-cy8EpdXs44iT3FR4En0QA,0.15789473684210525,0.8421052631578947,0.21052631578947367,3.9473684210526314,4.0,0.7244679435072271,9,4.5,True
-d1I0dwtCg1IIjnI3DZ38Q,0.8333333333333334,0.8333333333333334,0.8333333333333334,4.0,4.0,0.3162277660168377,5,5.0,True
-dAVih5pWe7DEohm3tF69A,1.0,1.6666666666666667,0.6666666666666666,4.166666666666667,4.5,0.5773502691896258,3,5.0,True
-dRR_A0y3EfW83CrKxXTQQ,0.25,0.75,0.25,4.5,4.5,0.408248290463863,3,4.5,True
-dz2h55a0SdnBJEXQm9CAQ,0.2857142857142857,2.7142857142857144,0.8571428571428571,3.2142857142857144,3.0,0.6986381310057718,3,5.0,True
-eE4PAWu5FBRnAvbIMzWqg,1.5,0.5,0.75,3.375,3.25,0.8539125638299665,39,3.0,True
-eim7j3MfRWxhatv-udhYw,0.75,0.75,0.5,4.25,4.5,0.8660254037844387,31,3.0,True
-ev01HlCKf7CYsh8ZXG_7w,2.625,2.375,2.875,3.5625,3.5,0.7763237542601484,3,2.5,True
-fIGHIUdHX-T_ZGh2IQz4Q,2.5,2.0,1.0,3.0,2.75,1.0801234497346435,6,3.0,True
-fpBB1Oa7fVi7liNUd8qow,0.5,0.75,0.5,3.75,3.75,0.8660254037844386,5,5.0,True
-fsCfTYEnJ4s6yStgBnQig,0.6304347826086957,1.6956521739130435,0.8260869565217391,3.630434782608696,3.5,0.9628359881602984,4,4.0,True
-ftQeUsqwDkExRg6IYrubQ,0.5047619047619047,1.161904761904762,0.7428571428571429,4.052380952380952,4.0,0.6683929115790234,16,3.0,True
-h-q6zTIdPlkz9BDP11sBg,0.5531914893617021,1.2836879432624113,0.7021276595744681,3.897163120567376,4.0,0.7939902178608778,3,4.5,True
-h1WpfgqAmJcJDqyXXJ2og,0.46153846153846156,0.6923076923076923,0.46153846153846156,4.3076923076923075,4.5,0.7227972727092276,12,2.0,True
-h9LochyBgKpsLwNXfTiOw,0.5555555555555556,0.8888888888888888,0.6666666666666666,3.6666666666666665,4.0,0.7071067811865476,40,4.0,True
-hQ8iZygzi0iiTFUkHgiEA,0.6,0.8888888888888888,0.6888888888888889,3.611111111111111,3.5,0.9993684874646459,19,4.5,True
-iJZ-PEnOw2oVUBFfg5wJw,0.0,0.3333333333333333,0.0,3.3333333333333335,3.0,1.0408329997330665,4,5.0,True
-ijqzP5H4UCk2CEa6RRKQA,0.6666666666666666,1.0,0.6666666666666666,3.3333333333333335,3.5,0.7637626158259734,37,3.5,True
-jBymA8tI-WURtSBcuUdXQ,0.5,1.375,1.0,3.625,3.5,0.991031208965115,3,5.0,True
-lDo_9oU_xna4_idQP1r4A,1.8933333333333333,2.48,1.7066666666666668,3.7,3.5,0.8011815598800887,15,4.0,True
-lOSaCuBRAvX5JBifx-EMw,0.41509433962264153,0.7547169811320755,0.3018867924528302,3.1320754716981134,3.0,0.89416346485796,3,4.5,True
-luJmoJUWtS4iQh7Bbbblw,1.0,1.4285714285714286,1.1428571428571428,3.7857142857142856,4.0,1.0745984853711197,3,1.0,True
-mLcpJYfX8tw8LR9bq018w,0.7142857142857143,1.4285714285714286,0.5714285714285714,3.3214285714285716,3.25,0.6963405128887088,21,3.5,True
-mz0Zr0Dw6ZASg7_ah1R8A,0.6888888888888889,1.3555555555555556,0.7111111111111111,3.388888888888889,3.5,0.94681816969503,3,4.5,True
-nHYKkSJuQ7zzFZ1veRfPg,0.13333333333333333,0.4,0.13333333333333333,3.7,4.0,0.8194074514114279,3,3.5,True
-nPwp-pg-pTEO2nqo1h_lg,0.09090909090909091,0.36363636363636365,0.18181818181818182,3.6818181818181817,4.0,0.5134553180524705,9,5.0,True
-nWigG5EhFLjdSgGZthS3Q,0.4782608695652174,1.1304347826086956,0.8695652173913043,3.717391304347826,4.0,0.6183939417504636,3,5.0,True
-njvGjJacPJMJ9YWSr6G3Q,5.0,3.0,2.6666666666666665,3.3333333333333335,3.5,1.2583057392117918,4,3.5,True
-nmr-3l0EmQaZAGEoXgk4w,0.5,1.75,1.25,3.125,3.0,0.75,12,4.0,True
-ofo_NSFpx6u8WBOWr86XQ,0.6,1.4,0.8,4.3,5.0,1.0954451150103321,3,3.5,True
-p-9eBYvts8tcalo5IWOKw,0.7857142857142857,1.1785714285714286,0.75,3.857142857142857,3.75,0.8482786803738024,3,4.5,True
-p9-E-KTtQRJM0nV9rx6pQ,0.2857142857142857,1.1428571428571428,0.2857142857142857,4.071428571428571,4.5,1.096531327587567,7,3.0,True
-pW4bAhmTvY3UVkroQcUQg,1.0,0.0,0.0,4.0,4.5,0.8660254037844386,4,2.5,True
-q_VodbABJygOSuv86LOtw,0.4444444444444444,0.6666666666666666,0.3333333333333333,3.8333333333333335,4.0,0.7071067811865475,4,4.5,True
-r0wNFCnAkK8DjMnv3L6Zg,0.16666666666666666,0.6666666666666666,0.5,3.3333333333333335,3.5,0.6831300510639732,81,4.0,True
-rOS0SknqQRJabyEX6r_TQ,0.0,0.0,0.2,3.7,3.5,0.9082951062292476,3,4.0,True
-sC66z4SO3tR7nFCjfQwuQ,0.9074074074074074,2.009259259259259,1.387037037037037,3.8944444444444444,4.0,0.8006066036625458,6,3.0,True
-sHaV6At__T1RJQXiR6d0g,0.3103448275862069,0.8620689655172413,0.6206896551724138,3.4482758620689653,3.5,0.8487893435674687,8,2.0,True
-sTBvM1pOpZts9dnJ6_5Xw,0.0,0.0,0.0,4.083333333333333,4.5,1.0684880283216405,6,4.5,True
-ssS6vsRYRvJgTRt5BawTw,0.3333333333333333,1.8333333333333333,1.5,4.083333333333333,4.0,0.5845225972250061,3,3.0,True
-svamR1_OzUeiZkZf4qotw,1.625,3.125,2.25,4.5625,4.5,0.49551560448255744,4,3.0,True
-tBiXT917wKlr6n9wSqViw,0.15151515151515152,0.8181818181818182,0.36363636363636365,3.734848484848485,4.0,0.8780209256736118,29,4.0,True
-tGrdYQlmuxhvKjQXScA5Q,0.0,0.6666666666666666,0.0,4.666666666666667,4.5,0.2886751345948129,5,3.0,True
-tNKk-eCLk_acdp4vEYcpw,1.1818181818181819,2.0,0.7272727272727273,3.5,4.0,0.938590635448906,102,4.0,True
-u-B9Rm3DHpLThpakVXH3w,0.4,1.4,0.8,3.6,4.0,0.9617692030835673,6,3.0,True
-uSHlr8Wk6f8ewVEgsvcWQ,0.25,2.5,1.75,3.75,3.75,0.6454972243679028,22,3.5,True
-ux2HqhfQqldjxSt8vdSwQ,0.3684210526315789,0.5263157894736842,0.21052631578947367,3.736842105263158,4.0,0.6093808572967861,3,1.0,True
-v8FrfMccLpIzong9XpiuQ,0.0,1.3333333333333333,0.6666666666666666,2.6666666666666665,2.5,0.28867513459481287,9,2.5,True
-vF04fhPCoSdqgIhAZm0wQ,1.1764705882352942,1.588235294117647,1.0588235294117647,3.235294117647059,3.0,0.9205576954152495,14,3.5,True
-vHWAsiX0iHWJw-pkqv32Q,0.3409090909090909,0.8409090909090909,0.5340909090909091,3.6306818181818183,3.5,0.8287031766971334,3,3.0,True
-vaGR2CXNS4NZrMdctSkGA,1.3076923076923077,2.076923076923077,1.0,3.769230769230769,4.0,0.7803680919760616,11,3.0,True
-wTzMnejWNzPZZ1ntfkFYw,2.25,6.0,4.75,3.75,3.75,0.6454972243679029,23,3.0,True
-wymeGehHwL9ALaE_NFCXA,2.625,2.2916666666666665,2.2916666666666665,4.0625,4.0,0.5173616177087945,8,4.0,True
-xBv8p9jzOkMyGlY07FMTA,0.0,0.0,0.0,3.5,3.5,0.7905694150420949,28,3.0,True
-x_jL2OCWPdObGTOwIpN4w,0.32,0.8,0.6,4.12,4.0,0.6171169527191206,13,3.5,True
-yPdEze6bYRV2Sm1t4XJhg,0.3333333333333333,0.3333333333333333,0.0,4.0,4.5,0.8660254037844386,145,4.5,True
-yxfBYGB6SEqszmxJxd97A,0.5462962962962963,1.962962962962963,1.1018518518518519,3.7824074074074074,4.0,0.9722148048967911,7,2.5,True
-zRuiAAK1FpbQDcw1fbrUA,0.5,1.25,0.5,3.625,3.75,0.47871355387816905,12,3.0,True
-zcZNlO0JwZHppan8rGkBQ,0.5,1.1923076923076923,0.6153846153846154,3.3846153846153846,3.5,0.8161824833662176,3,4.0,True
0-JuUsqksiNbEOOkTGMNDw,0.1111111111111111,1.2222222222222223,0.7777777777777778,4.333333333333333,4.5,0.6123724356957945,10,2.5,True
0-KOpYSe9aQTAfM38f47HQ,0.0,1.0,0.3333333333333333,4.5,5.0,0.8660254037844386,4,4.5,True
01cEFI5Pq_RyEwM3GSTopQ,0.4925373134328358,0.9402985074626866,0.6716417910447762,3.6791044776119404,4.0,0.747224625152432,26,5.0,True
01cQQpeEwWpzTgv6YUQhAQ,0.25,0.75,0.25,4.125,4.0,0.6291528696058957,3,3.5,True
01euuGhBwvcDhl9KcPTang,1.25,1.5,0.75,3.25,3.0,0.9574271077563381,3,4.0,True
022T8YSRmb3b1BfwzO3F7Q,1.0,1.2222222222222223,1.0,3.4722222222222223,3.5,0.8308787379179846,8,4.0,True
03m0CGFwEInR8ZBGrqmO7w,0.4,0.6,0.0,3.3,3.5,1.4404860290887933,3,5.0,True
04HakCR6gEeRYNAoKxkppQ,1.0,2.0,0.6666666666666666,3.5,3.0,1.3228756555322954,3,4.5,True
04Jrd2zSzwHwmBqdKQDmIw,0.18181818181818182,0.7272727272727273,0.2727272727272727,3.6363636363636362,3.5,0.777525211517578,117,4.0,True
04SKYBXRAqeYIuuVDzwKNg,0.4,1.0,0.6,3.45,3.5,0.6851601597031488,7,2.5,True
04ooBGyXogN57dhLgJaQ1Q,1.3333333333333333,1.0,0.3333333333333333,3.6666666666666665,3.5,0.7637626158259734,141,4.0,True
05aRozN6msYyyJIh8UEahQ,0.6666666666666666,2.6666666666666665,1.0,3.6666666666666665,3.0,1.1547005383792515,6,2.5,True
05znNZZrJXlp64r-R3S7Ug,0.3333333333333333,0.6666666666666666,0.6666666666666666,4.333333333333333,4.0,0.5773502691896257,4,2.0,True
06kfoeRs9Acj82Yl3i9p_w,0.36363636363636365,0.7727272727272727,0.4772727272727273,4.136363636363637,4.5,0.8023485611195769,8,5.0,True
07OyvsOpqTWuyTtvE4_gcA,0.3333333333333333,1.1666666666666667,0.75,4.091666666666667,4.0,0.7040540394000168,6,4.5,True
07UqHgBkJ4Kach2sVT2FdQ,0.0,0.2,0.0,3.4,3.5,0.9617692030835673,3,1.5,True
07a5t3hYhtPHlBviiETUpA,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.8333333333333335,3.5,0.5773502691896258,4,2.5,True
07cTodzpVqswCRGCHG7aHg,0.25,1.25,0.25,2.75,3.25,1.1902380714238086,65,4.0,True
08In-bFs8JOmSTDlQ0BfFw,0.0,0.0,0.0,3.3333333333333335,3.5,0.28867513459481287,3,3.5,True
08NQu7YaKY3m500DS7e5Tw,1.3333333333333333,0.6666666666666666,0.6666666666666666,3.5,4.0,0.8660254037844386,5,3.5,True
08Z_Zzp8PyEmWWpYurIO-Q,0.4166666666666667,0.5833333333333334,0.25,3.2083333333333335,3.5,0.8649312461728162,8,4.5,True
08eBj_o6oTncJR0ylM8qSg,0.6,1.2,0.4,3.9,4.0,1.140175425099138,14,4.0,True
08u8R53F7kT6avQbIrLhvQ,0.6923076923076923,2.1538461538461537,1.7692307692307692,3.9615384615384617,4.0,0.6910601294852009,4,3.0,True
09Kv1q51BlUyLznzNnL5Xw,0.6666666666666666,0.0,0.0,4.0,4.5,0.8660254037844386,6,4.5,True
09QAAACarx9CzLsbRjOuUg,0.6666666666666666,1.0,0.6666666666666666,3.8333333333333335,4.0,1.2583057392117916,6,4.5,True
09YNMPANM20sCJkVvMC1vg,0.0,0.75,0.25,3.375,3.5,0.6291528696058959,5,4.5,True
09dr3kXV8Ff42Ur3mCh3LA,1.0,0.75,0.875,3.5,3.5,0.7071067811865476,107,3.0,True
09nlgfIqh29b_zVXPdmySg,0.125,0.5,0.125,3.9375,4.0,0.5629958132298016,3,3.5,True
0AZiq_OMKs3I9lTmwd5PSg,0.358974358974359,1.1282051282051282,0.5128205128205128,3.7948717948717947,4.0,0.9915295780679141,10,4.5,True
0AkoILvIy27Ss3UYxUGiHg,0.0,0.0,0.0,3.8333333333333335,4.5,1.1547005383792515,14,3.0,True
0Apb1P7RzbQEkeJDuywlPQ,0.7,1.9,0.6,3.3,3.5,1.0055402085998904,21,3.0,True
0BScRHEa2lVBCY4spkhmvQ,0.5,0.25,0.0,3.5,3.25,1.0801234497346435,4,3.0,True
0BYuj1cOFkqdcnd653bcbw,0.3333333333333333,0.3333333333333333,0.0,3.6666666666666665,4.0,0.5773502691896258,11,3.5,True
0COaKgRuDzBisc2AxcLzMA,2.142857142857143,2.0,2.142857142857143,3.4285714285714284,3.5,0.7867957924694432,7,4.5,True
0DvsBDG0CEwIK8uQxUGiOQ,0.4444444444444444,0.5,0.3888888888888889,3.888888888888889,4.0,0.7775443160352296,3,2.0,True
